ses_raw,u_bound
98.000000,1128.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,204.000000
28.500000,204.000000
28.500000,200.000000
25.250000,200.000000
25.250000,200.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
173.750000,1176.000000
172.000000,1172.000000
